OBJECTID,jmeno,Y,X,okres,kraj,plocha_bytu_m2,poloha_bytu,velikostni_kategorie_m2,technologie_vystavby,stari,technologicky_stav,najemne_min_m2_mes,najemne_max_m2_mes,najemne_byt_min_mes,najemne_byt_max_mesic,Count_,Sum_CSSD,Sum_SSO,Sum_CPS,Sum_TOP09,Sum_HLAVU_VZHURU,Sum_ODS,Sum_RDS,Sum_KAN,Sum_PHZ,Sum_SSCR,Sum_KDU_CSL,Sum_CIBULKA,Sum_SUVERENITA,Sum_AKTIV_NO,Sum_SPOZ,Sum_OB11,Sum_USVIT,Sum_DSSS,Sum_blank,Sum_ANO,Sum_KSCM,Sum_LEV21,Sum_SZ,Sum_KČ,Sum_celkem,SHAPE_Length,SHAPE_Area
1,"Oblast 1 (katastr. území: Hradčany, Josefov, Malá Strana, Nové Město, Staré Město)",50.085127999999997,14.412017000000001,Praha,Hlavní město Praha,80.000000000000000,bez rozlišení,velké byty (větší než 70 m2),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,171.699999999999990,239.599999999999990,13736.000000000000000,19168.000000000000000,38,2239.000000000000000,799.000000000000000,800.000000000000000,6003.000000000000000,99.000000000000000,2838.000000000000000,0.000000000000000,0.000000000000000,166.000000000000000,22.000000000000000,1543.000000000000000,38.000000000000000,17.000000000000000,7.000000000000000,163.000000000000000,12.000000000000000,507.000000000000000,52.000000000000000,0.000000000000000,2480.000000000000000,1073.000000000000000,6.000000000000000,1774.000000000000000,65.000000000000000,20691.000000000000000,16026.392805242864000,7603794.301216418900000
2,"Oblast 2 (katastr. území: Vinohrady, Vyšehrad)",50.070020999999997,14.427943000000001,Praha,Hlavní město Praha,80.000000000000000,bez rozlišení,velké byty (větší než 70 m2),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,142.900000000000010,154.599999999999990,11432.000000000000000,12368.000000000000000,46,2798.000000000000000,932.000000000000000,876.000000000000000,6145.000000000000000,83.000000000000000,3264.000000000000000,0.000000000000000,0.000000000000000,151.000000000000000,33.000000000000000,1372.000000000000000,62.000000000000000,25.000000000000000,4.000000000000000,175.000000000000000,14.000000000000000,547.000000000000000,85.000000000000000,0.000000000000000,3090.000000000000000,1367.000000000000000,10.000000000000000,2091.000000000000000,75.000000000000000,23185.000000000000000,17675.222319111752000,4146894.761798217900000
3,"Oblast 3 (katastr. území: Holešovice, Karlín, Žižkov)",50.094048999999998,14.453370000000000,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,140.400000000000010,149.099999999999990,9126.000000000000000,9691.500000000000000,85,5886.000000000000000,1752.000000000000000,1877.000000000000000,10590.000000000000000,207.000000000000000,5290.000000000000000,0.000000000000000,0.000000000000000,321.000000000000000,51.000000000000000,2446.000000000000000,90.000000000000000,47.000000000000000,12.000000000000000,381.000000000000000,35.000000000000000,1303.000000000000000,233.000000000000000,0.000000000000000,6166.000000000000000,3472.000000000000000,36.000000000000000,3787.000000000000000,103.000000000000000,44050.000000000000000,22786.589370165671000,12280829.485843299000000
4,"Oblast 4 (katastr. území: Braník, Hodkovičky, Krč, Lhotka, Michle)",50.034754000000000,14.433500000000000,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,129.500000000000000,140.599999999999990,8417.500000000000000,9139.000000000000000,75,5639.000000000000000,1344.000000000000000,1293.000000000000000,8409.000000000000000,211.000000000000000,4584.000000000000000,0.000000000000000,0.000000000000000,285.000000000000000,47.000000000000000,2136.000000000000000,62.000000000000000,41.000000000000000,8.000000000000000,356.000000000000000,22.000000000000000,1169.000000000000000,142.000000000000000,0.000000000000000,6071.000000000000000,3134.000000000000000,31.000000000000000,2146.000000000000000,66.000000000000000,37174.000000000000000,30280.924570530558000,18239622.232823595000000
5,"Oblast 5 (katastr. území: Hlubočepy, Jinonice, Košíře, Motol, Radlice)",50.058602000000000,14.370882999999999,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,132.400000000000010,141.000000000000000,8606.000000000000000,9165.000000000000000,41,2855.000000000000000,949.000000000000000,841.000000000000000,5639.000000000000000,126.000000000000000,2609.000000000000000,0.000000000000000,0.000000000000000,183.000000000000000,19.000000000000000,1307.000000000000000,45.000000000000000,17.000000000000000,10.000000000000000,201.000000000000000,20.000000000000000,648.000000000000000,92.000000000000000,0.000000000000000,3536.000000000000000,1573.000000000000000,8.000000000000000,1578.000000000000000,39.000000000000000,22275.000000000000000,28945.726400541567000,21068891.556134868000000
6,"Oblast 6 (katastr. území: Břevnov, Bubeneč, Dejvice, Střešovice, Troja)",50.100841000000003,14.388620000000000,Praha,Hlavní město Praha,80.000000000000000,bez rozlišení,velké byty (větší než 70 m2),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,139.599999999999990,148.199999999999990,11168.000000000000000,11856.000000000000000,91,6096.000000000000000,1633.000000000000000,1541.000000000000000,12295.000000000000000,145.000000000000000,5933.000000000000000,0.000000000000000,0.000000000000000,345.000000000000000,46.000000000000000,3218.000000000000000,66.000000000000000,32.000000000000000,12.000000000000000,391.000000000000000,19.000000000000000,1163.000000000000000,121.000000000000000,0.000000000000000,6094.000000000000000,3699.000000000000000,26.000000000000000,3886.000000000000000,98.000000000000000,46840.000000000000000,40615.192941276619000,24030596.745549735000000
7,"Oblast 7 (katastr. území: Ďáblice, Kbely, Letňany)",50.138306999999998,14.516401999999999,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,92.900000000000006,123.000000000000000,6038.500000000000000,7995.000000000000000,33,3517.000000000000000,768.000000000000000,790.000000000000000,4136.000000000000000,73.000000000000000,2261.000000000000000,0.000000000000000,0.000000000000000,155.000000000000000,23.000000000000000,898.000000000000000,56.000000000000000,52.000000000000000,11.000000000000000,210.000000000000000,20.000000000000000,825.000000000000000,129.000000000000000,0.000000000000000,3911.000000000000000,2095.000000000000000,25.000000000000000,1054.000000000000000,52.000000000000000,21041.000000000000000,31880.539007437652000,18976266.514047947000000
8,"Oblast 8 (katastr. území: Bohnice, Čimice, Dolní Chabry, Kobylisy, Lysolaje, Sedlec, Střížkov, Suchdol)",50.134011999999998,14.421663000000001,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,112.400000000000010,134.199999999999990,7306.000000000000000,8723.000000000000000,76,6338.000000000000000,1320.000000000000000,1213.000000000000000,7820.000000000000000,136.000000000000000,4401.000000000000000,0.000000000000000,0.000000000000000,296.000000000000000,45.000000000000000,2055.000000000000000,81.000000000000000,73.000000000000000,13.000000000000000,399.000000000000000,34.000000000000000,1353.000000000000000,170.000000000000000,0.000000000000000,6828.000000000000000,4427.000000000000000,20.000000000000000,2210.000000000000000,76.000000000000000,39274.000000000000000,39886.899724285962000,25716107.605895810000000
9,"Oblast 9 (katastr. území: Hloubětín, Libeň, Prosek, Vysočany)",50.111707000000003,14.501934000000000,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,124.500000000000000,134.699999999999990,8092.500000000000000,8755.500000000000000,82,6210.000000000000000,1491.000000000000000,1491.000000000000000,9373.000000000000000,198.000000000000000,5036.000000000000000,0.000000000000000,0.000000000000000,349.000000000000000,59.000000000000000,2041.000000000000000,102.000000000000000,48.000000000000000,15.000000000000000,448.000000000000000,17.000000000000000,1265.000000000000000,163.000000000000000,0.000000000000000,7013.000000000000000,3574.000000000000000,33.000000000000000,2495.000000000000000,72.000000000000000,41476.000000000000000,33095.126184651534000,20556996.818807967000000
10,"Oblast 10 (katastr. území: Hrdlořezy, Malešice, Strašnice, Záběhlice)",50.076681999999998,14.500908000000001,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,118.900000000000010,139.199999999999990,7728.500000000000000,9048.000000000000000,78,6462.000000000000000,1439.000000000000000,1223.000000000000000,9468.000000000000000,224.000000000000000,5218.000000000000000,0.000000000000000,0.000000000000000,279.000000000000000,44.000000000000000,2174.000000000000000,90.000000000000000,41.000000000000000,8.000000000000000,419.000000000000000,20.000000000000000,1299.000000000000000,162.000000000000000,0.000000000000000,6874.000000000000000,3458.000000000000000,25.000000000000000,2363.000000000000000,69.000000000000000,41339.000000000000000,32184.786536537678000,17635811.359364182000000
11,"Oblast 11 (katastr. území: Dolní Měcholupy, Háje, Horní Měcholupy, Hostivař, Chodov, Petrovice, Štěrboholy)",50.047480000000000,14.540063000000000,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,99.000000000000000,124.700000000000000,6435.000000000000000,8105.500000000000000,91,9141.000000000000000,2113.000000000000000,2235.000000000000000,11679.000000000000000,242.000000000000000,6161.000000000000000,0.000000000000000,0.000000000000000,457.000000000000000,68.000000000000000,2823.000000000000000,134.000000000000000,106.000000000000000,23.000000000000000,539.000000000000000,64.000000000000000,2062.000000000000000,277.000000000000000,0.000000000000000,11744.000000000000000,5838.000000000000000,41.000000000000000,3136.000000000000000,106.000000000000000,58925.000000000000000,31758.783513955899000,29440732.974359248000000
12,"Oblast 12 (katastr. území: Benice, Kamýk, Komořany, Křeslice, Kunratice, Libuš, Modřany, Pitkovice, Šeberov, Újezd u Průhonic)",50.011983000000001,14.499618999999999,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,96.299999999999997,121.200000000000000,6259.500000000000000,7878.000000000000000,66,5300.000000000000000,1384.000000000000000,1295.000000000000000,8299.000000000000000,162.000000000000000,4010.000000000000000,0.000000000000000,0.000000000000000,287.000000000000000,51.000000000000000,1915.000000000000000,71.000000000000000,83.000000000000000,16.000000000000000,345.000000000000000,33.000000000000000,1406.000000000000000,168.000000000000000,0.000000000000000,6991.000000000000000,3659.000000000000000,27.000000000000000,1902.000000000000000,71.000000000000000,37442.000000000000000,59765.104894401215000,39275606.012229316000000
13,"Oblast 13 (katastr. území: Cholupice, Královice, Lipany, Nedvězí u Říčan, Písnice, Točná)",50.001533999999999,14.542073000000000,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,84.900000000000006,107.800000000000000,5518.500000000000000,7007.000000000000000,9,494.000000000000000,178.000000000000000,152.000000000000000,962.000000000000000,16.000000000000000,447.000000000000000,0.000000000000000,0.000000000000000,22.000000000000000,9.000000000000000,187.000000000000000,13.000000000000000,10.000000000000000,1.000000000000000,32.000000000000000,7.000000000000000,168.000000000000000,24.000000000000000,0.000000000000000,789.000000000000000,377.000000000000000,3.000000000000000,184.000000000000000,4.000000000000000,4072.000000000000000,43519.148716319796000,23999077.833968103000000
14,"Oblast 14 (katastr. území: Běchovice, Dolní Počernice, Dubeč, Hájek u Uhříněvsi, Koloděje, Kolovraty, Uhříněves)",50.055461000000001,14.609238000000000,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,98.700000000000003,115.099999999999990,6415.500000000000000,7481.500000000000000,16,1401.000000000000000,478.000000000000000,397.000000000000000,2748.000000000000000,31.000000000000000,1409.000000000000000,0.000000000000000,0.000000000000000,88.000000000000000,23.000000000000000,569.000000000000000,16.000000000000000,18.000000000000000,7.000000000000000,125.000000000000000,11.000000000000000,428.000000000000000,42.000000000000000,0.000000000000000,2316.000000000000000,819.000000000000000,2.000000000000000,535.000000000000000,23.000000000000000,11475.000000000000000,46378.214217085879000,44062946.698504560000000
15,"Oblast 15 (katastr. území: Březiněves, Čakovice, Miškovice, Satalice, Třeboradice, Vinoř)",50.151437000000001,14.538562000000001,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,93.799999999999997,113.599999999999990,6097.000000000000000,7384.000000000000000,11,1226.000000000000000,332.000000000000000,286.000000000000000,1888.000000000000000,37.000000000000000,1101.000000000000000,0.000000000000000,0.000000000000000,59.000000000000000,15.000000000000000,540.000000000000000,17.000000000000000,16.000000000000000,2.000000000000000,104.000000000000000,10.000000000000000,299.000000000000000,28.000000000000000,0.000000000000000,1734.000000000000000,725.000000000000000,3.000000000000000,430.000000000000000,8.000000000000000,8850.000000000000000,42799.031441100182000,23346027.076936126000000
16,"Oblast 16 (katastr. území: Radotín, Řeporyje, Zbraslav)",49.998686999999997,14.357248999999999,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,102.599999999999990,119.099999999999990,6669.000000000000000,7741.500000000000000,21,1318.000000000000000,371.000000000000000,400.000000000000000,2578.000000000000000,48.000000000000000,1917.000000000000000,0.000000000000000,0.000000000000000,83.000000000000000,16.000000000000000,547.000000000000000,28.000000000000000,12.000000000000000,2.000000000000000,86.000000000000000,13.000000000000000,390.000000000000000,38.000000000000000,0.000000000000000,1890.000000000000000,797.000000000000000,4.000000000000000,616.000000000000000,15.000000000000000,11156.000000000000000,52069.866323462316000,22774752.728566281000000
17,"Oblast 17 (katastr. území: Lahovice, Lipence, Lochkov, Přední Kopanina, Sobín, Zadní Kopanina)",50.023335000000003,14.331735999999999,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,107.200000000000000,115.599999999999990,6968.000000000000000,7514.000000000000000,6,314.000000000000000,113.000000000000000,89.000000000000000,723.000000000000000,16.000000000000000,467.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,4.000000000000000,130.000000000000000,9.000000000000000,6.000000000000000,1.000000000000000,22.000000000000000,5.000000000000000,126.000000000000000,15.000000000000000,0.000000000000000,597.000000000000000,185.000000000000000,1.000000000000000,119.000000000000000,5.000000000000000,2958.000000000000000,61676.842926333171000,22775126.768102594000000
18,"Oblast 18 (katastr. území: Holyně, Malá Chuchle, Řepy, Slivenec, Stodůlky, Třebonice, Velká Chuchle, Zličín)",50.038742999999997,14.334721999999999,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,91.200000000000003,121.900000000000010,5928.000000000000000,7923.500000000000000,80,6318.000000000000000,2009.000000000000000,1955.000000000000000,10132.000000000000000,199.000000000000000,4916.000000000000000,0.000000000000000,0.000000000000000,370.000000000000000,67.000000000000000,2461.000000000000000,74.000000000000000,69.000000000000000,12.000000000000000,423.000000000000000,38.000000000000000,1640.000000000000000,209.000000000000000,0.000000000000000,8185.000000000000000,3980.000000000000000,29.000000000000000,2844.000000000000000,89.000000000000000,45981.000000000000000,49954.550531407142000,34229930.659770429000000
19,"Oblast 19 (katastr. území: Černý Most, Horní Počernice, Hostavice, Klánovice, Kyje, Újezd nad Lesy)",50.096407999999997,14.604737000000000,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,89.700000000000003,113.900000000000010,5830.500000000000000,7403.500000000000000,43,4018.000000000000000,1103.000000000000000,1040.000000000000000,6265.000000000000000,136.000000000000000,3350.000000000000000,0.000000000000000,0.000000000000000,202.000000000000000,66.000000000000000,1453.000000000000000,53.000000000000000,49.000000000000000,13.000000000000000,282.000000000000000,33.000000000000000,1164.000000000000000,158.000000000000000,0.000000000000000,5379.000000000000000,2679.000000000000000,31.000000000000000,1375.000000000000000,71.000000000000000,28887.000000000000000,47159.607817694305000,42727864.455890328000000
20,"Oblast 20 (katastr. území: Liboc, Nebušice, Ruzyně, Veleslavín, Vokovice)",50.095579000000001,14.333589000000000,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,102.400000000000010,127.800000000000000,6656.000000000000000,8307.000000000000000,30,2285.000000000000000,540.000000000000000,552.000000000000000,3662.000000000000000,43.000000000000000,1931.000000000000000,0.000000000000000,0.000000000000000,109.000000000000000,14.000000000000000,784.000000000000000,38.000000000000000,19.000000000000000,10.000000000000000,125.000000000000000,9.000000000000000,464.000000000000000,56.000000000000000,0.000000000000000,2373.000000000000000,1668.000000000000000,7.000000000000000,1120.000000000000000,42.000000000000000,15842.000000000000000,37495.613989425932000,27789302.894738153000000
21,"Oblast 21 (katastr. území: Nusle, Podolí, Smíchov, Vršovice)",50.065657999999999,14.429931000000000,Praha,Hlavní město Praha,65.000000000000000,bez rozlišení,středně velké byty (40 až 70 m2 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,137.800000000000010,147.000000000000000,8957.000000000000000,9555.000000000000000,125,7003.000000000000000,1955.000000000000000,1972.000000000000000,12440.000000000000000,277.000000000000000,6411.000000000000000,0.000000000000000,0.000000000000000,393.000000000000000,54.000000000000000,2835.000000000000000,133.000000000000000,65.000000000000000,22.000000000000000,467.000000000000000,41.000000000000000,1485.000000000000000,253.000000000000000,0.000000000000000,7562.000000000000000,3867.000000000000000,38.000000000000000,3761.000000000000000,109.000000000000000,51102.000000000000000,36080.059626739370000,15207210.506015068000000